"Cycle","Susceptible","FP","Exposed","Asympt","Symptoms","TP","Recovered","Dead","Superspreader Event","Persons Tested","Total TPs","Total FPs","Total TNs","Total FNs","Day","True Positive","False Positive","Total","New Infections","Cumulative Infections","%Cumulative Infections"
111,993.543823019195,0,0.639868806806395,2.16533228411534,0,0,3.65097588988313,0,0,1.10552227109674e-13,0,0,1.10322357076466e-13,2.36117932722476e-16,37.3333333333333,0,0,0,0.0761525283601583,6.45617698080487,0.00645617698080487
112,993.466989000779,0,0.645606291133469,2.18487328763076,0,0,3.7025314204573,0,0,1.1054592300478e-13,0,0,1.10313977458038e-13,2.38249651636055e-16,37.6666666666667,0,0,0,0.0768340184166729,6.53301099922154,0.00653301099922154
113,993.38946759055,0,0.651393669014262,2.20458652741629,0,0,3.75455221301994,0,0,1.10539562202351e-13,0,0,1.10305522829001e-13,2.40400175778903e-16,38,0,0,0,0.077521410228956,6.6105324094505,0.0066105324094505
114,993.311252839238,0,0.657231345991035,2.22447344633653,0,0,3.80704236843461,0,0,1.10533144206167e-13,0,0,1.10296992539369e-13,2.42569662981614e-16,38.3333333333333,0,0,0,0.0782147513116916,6.68874716076219,0.00668874716076219
115,993.232338749742,0,0.663119730376926,2.24453549796244,0,0,3.86000602191882,0,0,1.10526668515917e-13,0,0,1.10288385933915e-13,2.44758272251598e-16,38.6666666666667,0,0,0,0.0789140894960057,6.76766125025819,0.00676766125025819
116,993.152719276812,0,0.669059233265333,2.26477414662427,0,0,3.91344734329887,0,0,1.10520134627168e-13,0,0,1.10279702352138e-13,2.46966163779009e-16,39,0,0,0,0.0796194729302877,6.84728072318848,0.00684728072318848
117,993.072388326731,0,0.675050268539063,2.28519086746428,0,0,3.96737053726612,0,0,1.10513542031336e-13,0,0,1.10270941128226e-13,2.4919349894264e-16,39.3333333333333,0,0,0,0.0803309500809897,6.92761167326947,0.00692761167326947
118,992.991339756997,0,0.681093252879234,2.30578714648931,0,0,4.02177984363432,0,0,1.10506890215655e-13,0,0,1.1026210159102e-13,2.51440440315805e-16,39.6666666666667,0,0,0,0.0810485697333995,7.00866024300287,0.00700866024300287
119,992.909567376005,0,0.68718860577393,2.32656448062297,0,0,4.07667953759835,0,0,1.10500178663152e-13,0,0,1.10253183063983e-13,2.53707151672198e-16,40,0,0,0,0.0817723809923888,7.09043262399526,0.00709043262399526
120,992.827064942722,0,0.693336749526626,2.34752437775763,0,0,4.13207392999413,0,0,1.10493406852611e-13,0,0,1.1024418486516e-13,2.55993797991717e-16,40.3333333333333,0,0,0,0.0825024332831335,7.17293505727839,0.00717293505727839
121,992.74382616637,0,0.699538109264364,2.36866835680604,0,0,4.18796736755979,0,0,1.10486574258548e-13,0,0,1.10235106307144e-13,2.5830054546627e-16,40.6666666666667,0,0,0,0.0832387763518069,7.2561738336302,0.0072561738336302
122,992.659844706104,0,0.705793112945678,2.38999794775273,0,0,4.24436423319803,0,0,1.10479680351181e-13,0,0,1.10225946697043e-13,2.60627561505536e-16,41,0,0,0,0.0839814602662441,7.34015529389644,0.00734015529389644
123,992.575114170687,0,0.71210219136829,2.41151469170496,0,0,4.30126894623976,0,0,1.10472724596395e-13,0,0,1.10216705336438e-13,2.6297501474271e-16,41.3333333333333,0,0,0,0.0847305354165761,7.42488582931302,0.00742488582931302
124,992.489628118171,0,0.718465778176536,2.43322014094338,0,0,4.35868596270893,0,0,1.10465706455719e-13,0,0,1.10207381521355e-13,2.65343075040195e-16,41.6666666666667,0,0,0,0.0854860525158336,7.51037188182885,0.00751037188182885
125,992.403380055571,0,0.724884309868551,2.45511585897228,0,0,4.41661977558853,0,0,1.10458625386291e-13,0,0,1.10197974542224e-13,2.67731913495268e-16,42,0,0,0,0.0862480626005194,7.59661994442937,0.00759661994442937
126,992.31636343854,0,0.731358225803193,2.47720342056945,0,0,4.47507491508787,0,0,1.10451480840828e-13,0,0,1.10188483683845e-13,2.70141702445701e-16,42.3333333333333,0,0,0,0.0870166170311475,7.68363656146052,0.00768363656146052
127,992.228571671047,0,0.737887968206699,2.49948441183561,0,0,4.53405594891095,0,0,1.10444272267597e-13,0,0,1.10178908225352e-13,2.7257261547534e-16,42.6666666666667,0,0,0,0.0877917674927495,7.77142832895327,0.00777142832895327
128,992.139998105052,0,0.744473982179078,2.52196043024344,0,0,4.59356748252609,0,0,1.10436999110384e-13,0,0,1.10169247440177e-13,2.7502482741964e-16,43,0,0,0,0.0885735659953462,7.86000189494862,0.00786000189494862
129,992.050636040177,0,0.751116715700231,2.54463308468612,0,0,4.65361415943665,0,0,1.10429660808464e-13,0,0,1.10159500596013e-13,2.77498514371156e-16,43.3333333333333,0,0,0,0.0893620648743837,7.949363959823,0.007949363959823
130,991.960478723386,0,0.757816619635783,2.56750399552536,0,0,4.71420066145298,0,0,1.10422256796568e-13,0,0,1.10149666954779e-13,2.79993853684984e-16,43.6666666666667,0,0,0,0.0901573167911335,8.03952127661413,0.00803952127661414
131,991.869519348653,0,0.76457414774264,2.59057479463905,0,0,4.77533170896549,0,0,1.10414786504855e-13,0,0,1.10139745772584e-13,2.82511023984146e-16,44,0,0,0,0.0909593747330551,8.13048065134719,0.00813048065134719
132,991.777751056639,0,0.771389756674245,2.61384712546826,0,0,4.8370120612188,0,0,1.10407249358878e-13,0,0,1.1012973629969e-13,2.85050205164934e-16,44.3333333333333,0,0,0,0.0917682920141204,8.22224894336131,0.00822224894336131
133,991.685166934364,0,0.778263905985539,2.63732264306377,0,0,4.89924651658709,0,0,1.10399644779558e-13,0,0,1.10119637780476e-13,2.87611578402186e-16,44.6666666666667,0,0,0,0.0925841222750988,8.31483306563641,0.00831483306563641
134,991.59176001488,0,0.785197058137615,2.66100301413207,0,0,4.96203991285052,0,0,1.10391972183147e-13,0,0,1.10109449453404e-13,2.90195326154514e-16,45,0,0,0,0.0934069194838025,8.40823998512021,0.00840823998512021
135,991.497523276945,0,0.792189678502059,2.68488991708073,0,0,5.02539712747271,0,0,1.10384230981199e-13,0,0,1.10099170550977e-13,2.92801632169467e-16,45.3333333333333,0,0,0,0.0942367379352901,8.5024767230555,0.0085024767230555
136,991.402449644693,0,0.799242235364969,2.70898504206316,0,0,5.08932307787939,0,0,1.10376420580541e-13,0,0,1.1008880029971e-13,2.95430681488637e-16,45.6666666666667,0,0,0,0.0950736322520279,8.59755035530753,0.00859755035530753
137,991.306531987309,0,0.806355199930648,2.73329009102284,0,0,5.15382272173804,0,0,1.10368540383238e-13,0,0,1.10078337920088e-13,2.98082660452695e-16,46,0,0,0,0.0959176573840088,8.69346801269154,0.00869346801269154
138,991.2097631187,0,0.813529046324958,2.75780677773681,0,0,5.21890105723858,0,0,1.10360589786566e-13,0,0,1.10067782626532e-13,3.00757756706367e-16,46.3333333333333,0,0,0,0.096768868608826,8.79023688130036,0.00879023688130036
139,991.112135797168,0,0.820764251598331,2.78253682785855,0,0,5.28456312337517,0,0,1.10352568182974e-13,0,0,1.10057133627362e-13,3.03456159203335e-16,46.6666666666667,0,0,0,0.0976273215317019,8.88786420283207,0.00888786420283207
140,991.013642725083,0,0.828061295728431,2.80748197896015,0,0,5.35081400022895,0,0,1.10344474960059e-13,0,0,1.10046390124763e-13,3.06178058211072e-16,47,0,0,0,0.0984930720854703,8.98635727491754,0.00898635727491754
141,990.914276548552,0,0.83542066162245,2.83264398057378,0,0,5.41765880925181,0,0,1.1033630950053e-13,0,0,1.10035551314743e-13,3.08923645315601e-16,47.3333333333333,0,0,0,0.0993661765305114,9.08572345144805,0.00908572345144805
142,990.814029857098,0,0.842842835119038,2.85802459423245,0,0,5.48510271355119,0,0,1.10328071182178e-13,0,0,1.10024616387104e-13,3.11693113426176e-16,47.6666666666667,0,0,0,0.100246691454638,9.18597014290269,0.00918597014290269
143,990.712895183325,0,0.850328304989857,2.88362559350999,0,0,5.55315091817577,0,0,1.10319759377845e-13,0,0,1.10013584525398e-13,3.14486656779886e-16,48,0,0,0,0.101134673772934,9.28710481667562,0.00928710481667562
144,990.610865002597,0,0.857877562940742,2.90944876406021,0,0,5.6218086704022,0,0,1.10311373455389e-13,0,0,1.10002454906899e-13,3.17304470946184e-16,48.3333333333333,0,0,0,0.102030180727536,9.38913499740316,0.00938913499740316
145,990.50793173271,0,0.865491103612476,2.93549590365537,0,0,5.69108126002268,0,0,1.10302912777655e-13,0,0,1.09991226702558e-13,3.20146752831317e-16,48.6666666666667,0,0,0,0.102933269887372,9.49206826729053,0.00949206826729053
146,990.404087733562,0,0.873169424581152,2.96176882222369,0,0,5.76097401963352,0,0,1.10294376702443e-13,0,0,1.09979899076973e-13,3.23013700682685e-16,49,0,0,0,0.10384399914784,9.59591226643837,0.00959591226643837
147,990.299325306832,0,0.880913026358125,2.98826934188611,0,0,5.83149232492456,0,0,1.10285764582472e-13,0,0,1.0996847118835e-13,3.25905514093102e-16,49.3333333333333,0,0,0,0.104762426730434,9.7006746931688,0.0097006746931688
148,990.193636695649,0,0.88872241238954,3.0149992969921,0,0,5.90264159496947,0,0,1.10277075765355e-13,0,0,1.09956942188467e-13,3.28822394004967e-16,49.6666666666667,0,0,0,0.105688611182318,9.80636330435112,0.00980636330435112
149,990.087014084273,0,0.896598089055428,3.04196053415462,0,0,5.9744272925169,0,0,1.10268309593558e-13,0,0,1.0994531122264e-13,3.31764542714342e-16,50,0,0,0,0.106622611375837,9.91298591572696,0.00991298591572696
150,989.979449597765,0,0.904540565668357,3.06915491228408,0,0,6.04685492428248,0,0,1.10259465404375e-13,0,0,1.09933577429683e-13,3.34732163874929e-16,50.3333333333333,0,0,0,0.107564486507977,10.0205504022349,0.0100205504022349
151,989.870935301666,0,0.912550354471633,3.09658430262142,0,0,6.11993004124163,0,0,1.10250542529894e-13,0,0,1.09921739941873e-13,3.3772546250195e-16,50.6666666666667,0,0,0,0.10851429609976,10.1290646983347,0.0101290646983347
152,989.76146320167,0,0.920627970637035,3.12425058877014,0,0,6.19365823892309,0,0,1.10241540296961e-13,0,0,1.09909797884918e-13,3.40744644975919e-16,51,0,0,0,0.109472099995583,10.2385367983303,0.0102385367983303
153,989.651025243308,0,0.92877393226208,3.15215566672735,0,0,6.26804515770333,0,0,1.10232458027153e-13,0,0,1.09897750377915e-13,3.43789919046314e-16,51.3333333333333,0,0,0,0.110437958362493,10.3489747566928,0.0103489747566928
154,989.539613311618,0,0.936988760366805,3.18030144491375,0,0,6.3430964831016,0,0,1.10223295036742e-13,0,0,1.09885596533318e-13,3.46861493835131e-16,51.6666666666667,0,0,0,0.111411931689401,10.4603866883822,0.0104603866883822
155,989.427219230832,0,0.945272978890053,3.2086898442026,0,0,6.41881794607574,0,0,1.10214050636662e-13,0,0,1.09873335456901e-13,3.49959579840336e-16,52,0,0,0,0.112394080786226,10.5727807691684,0.0105727807691684
156,989.313834764049,0,0.953627114685254,3.23732279794746,0,0,6.49521532331866,0,0,1.10204724132483e-13,0,0,1.09860966247723e-13,3.5308438893919e-16,52.3333333333333,0,0,0,0.113384466782985,10.6861652359514,0.0106861652359514
157,989.19945161292,0,0.962051697515696,3.26620225200898,0,0,6.5722944375555,0,0,1.10195314824368e-13,0,0,1.09848487998091e-13,3.56236134391463e-16,52.6666666666667,0,0,0,0.114383151128803,10.8005483870802,0.0108005483870802
158,989.084061417329,0,0.970547260049259,3.29533016478035,0,0,6.65006115784143,0,0,1.10185822007051e-13,0,0,1.09835899793525e-13,3.5941503084252e-16,53,0,0,0,0.115390195590863,10.915938582671,0.010915938582671
159,988.967655755076,0,0.979114337852626,3.32470850721169,0,0,6.72852139986001,0,0,1.10176244969796e-13,0,0,1.09823200712724e-13,3.6262129432629e-16,53.3333333333333,0,0,0,0.116405662253285,11.0323442449243,0.0110323442449243
160,988.85022614156,0,0.987753469384933,3.35433926283313,0,0,6.80768112622219,0,0,1.10166582996372e-13,0,0,1.09810389827528e-13,3.65855142268095e-16,53.6666666666667,0,0,0,0.117429613515932,11.1497738584403,0.0111497738584403
161,988.731764029467,0,0.996465195990863,3.3842244277767,0,0,6.88754634676584,0,0,1.10156835365015e-13,0,0,1.09797466202885e-13,3.69116793487355e-16,54,0,0,0,0.118462112093145,11.2682359705334,0.0112682359705334
162,988.612260808454,0,1.00525006189317,3.41436601079687,0,0,6.96812311885576,0,0,1.10147001348398e-13,0,0,1.09784428896815e-13,3.72406468200151e-16,54.3333333333333,0,0,0,0.119503221012402,11.3877391915458,0.0113877391915458
163,988.491707804841,0,1.01410861418461,3.44476603328984,0,0,7.04941754768426,0,0,1.10137080213596e-13,0,0,1.09771276960376e-13,3.75724388021658e-16,54.6666666666667,0,0,0,0.120553003612909,11.5082921951587,0.0115082921951587
164,988.370096281297,0,1.02304140281931,3.47542652931139,0,0,7.13143578657211,0,0,1.10127071222058e-13,0,0,1.09758009437628e-13,3.79070775968423e-16,55,0,0,0,0.121611523544099,11.6299037187028,0.0116299037187028
165,988.247417436533,0,1.03204898060346,3.50634954559342,0,0,7.21418403727,0,0,1.10116973629571e-13,0,0,1.09744625365598e-13,3.82445856460505e-16,55.3333333333333,0,0,0,0.122678844764074,11.7525825634669,0.0117525825634669
166,988.123662404995,0,1.04113190318547,3.53753714155904,0,0,7.29766855026032,0,0,1.10106786686229e-13,0,0,1.09731123774248e-13,3.8584985532346e-16,55.6666666666667,0,0,0,0.123755031537945,11.8763375950048,0.0118763375950048
167,987.998822256559,0,1.05029072904541,3.56899138933618,0,0,7.38189562505935,0,0,1.10096509636399e-13,0,0,1.09717503686439e-13,3.89282999790177e-16,56,0,0,0,0.124840148436108,12.0011777434409,0.0120011777434409
168,987.872887996227,0,1.0595260194839,3.60071437376973,0,0,7.46687161051973,0,0,1.1008614171869e-13,0,0,1.09703764117896e-13,3.92745518502551e-16,56.3333333333333,0,0,0,0.125934260332427,12.1271120037734,0.0121271120037734
169,987.745850563824,0,1.06883833861025,3.63270819243215,0,0,7.5526029051333,0,0,1.10075682165922e-13,0,0,1.09689904077177e-13,3.96237641512995e-16,56.6666666666667,0,0,0,0.127037432402337,12.2541494361757,0.0122541494361757
170,987.617700833704,0,1.07822825332997,3.66497495563253,0,0,7.63909595733406,0,0,1.1006513020509e-13,0,0,1.09675922565636e-13,3.9975960028579e-16,57,0,0,0,0.12814973012086,12.3822991662966,0.0123822991662966
171,987.488429614443,0,1.08769633333162,3.69751678642397,0,0,7.7263572658015,0,0,1.10054485057336e-13,0,0,1.09661818577392e-13,4.03311627698261e-16,57.3333333333333,0,0,0,0.129271219260532,12.5115703855571,0.0125115703855571
172,987.358027648554,0,1.09724315107291,3.73033582060945,0,0,7.81439337976398,0,0,1.10043745937912e-13,0,0,1.09647591099294e-13,4.06893958041779e-16,57.6666666666667,0,0,0,0.130401965889245,12.6419723514463,0.0126419723514463
173,987.226485612186,0,1.10686928176613,3.7634342067459,0,0,7.9032108993023,0,0,1.10032912056153e-13,0,0,1.09633239110889e-13,4.10506827022591e-16,58,0,0,0,0.131542036367989,12.7735143878143,0.0127735143878143
174,987.093794114837,0,1.11657530336285,3.7968141061466,0,0,7.99281647565339,0,0,1.10021982615442e-13,0,0,1.09618761584391e-13,4.14150471762459e-16,58.3333333333333,0,0,0,0.132691497348516,12.9062058851629,0.0129062058851629
175,986.959943699067,0,1.12636179653787,3.83047769288184,0,0,8.08321681151403,0,0,1.10010956813176e-13,0,0,1.09604157484642e-13,4.17825130799121e-16,58.6666666666667,0,0,0,0.133850415770892,13.0400563009337,0.0130400563009337
176,986.824924840206,0,1.13622934467241,3.86442715377775,0,0,8.17441866134455,0,0,1.0999983384074e-13,0,0,1.0958942576909e-13,4.21531044086554e-16,59,0,0,0,0.135018858860971,13.1750751597947,0.0131750751597947
177,986.688727946078,0,1.14617853383657,3.89866468841331,0,0,8.26642883167259,0,0,1.0998861288347e-13,0,0,1.09574565387745e-13,4.25268452995046e-16,59.3333333333333,0,0,0,0.136196894127756,13.3112720539225,0.0133112720539225
178,986.551343356717,0,1.15620995277095,3.93319250911546,0,0,8.35925418139671,0,0,1.09977293120621e-13,0,0,1.09559575283159e-13,4.29037600311071e-16,59.6666666666667,0,0,0,0.137384589360672,13.4486566432831,0.0134486566432831
179,986.41276134409,0,1.16632419286758,3.96801284095234,0,0,8.45290162208994,0,0,1.09965873725341e-13,0,0,1.09544454390384e-13,4.32838730236951e-16,60,0,0,0,0.13858201262673,13.5872386559099,0.0135872386559099
180,986.272972111823,0,1.17652184814988,4.00312792172448,0,0,8.54737811830309,0,0,1.09954353864632e-13,0,0,1.09529201636951e-13,4.36672088390318e-16,60.3333333333333,0,0,0,0.139789232267593,13.7270278881775,0.0137270278881775
181,986.131965794926,0,1.18680351525199,4.03854000195404,0,0,8.64269068786796,0,0,1.09942732699325e-13,0,0,1.09513815942829e-13,4.40537921803357e-16,60.6666666666667,0,0,0,0.141006316896537,13.868034205074,0.013868034205074
182,985.989732459531,0,1.19716979339707,4.07425134487202,0,0,8.7388464022002,0,0,1.09931009384043e-13,0,0,1.09498296220403e-13,4.44436478921837e-16,61,0,0,0,0.1422333353953,14.0102675404693,0.0140102675404693
183,985.84626210262,0,1.20762128437489,4.11026422640332,0,0,8.83585238660191,0,0,1.09919183067176e-13,0,0,1.09482641374439e-13,4.4836800960391e-16,61.3333333333333,0,0,0,0.14347035691083,14.1537378973801,0.0141537378973801
184,985.701544651768,0,1.21815859251849,4.14658093514965,0,0,8.9337158205639,0,0,1.09907252890842e-13,0,0,1.09466850302057e-13,4.52332765118693e-16,61.6666666666667,0,0,0,0.144717450851922,14.2984553482321,0.0142984553482321
185,985.555569964882,0,1.22878232467995,4.18320377237037,0,0,9.03244393806746,0,0,1.09895217990865e-13,0,0,1.09450921892698e-13,4.56330998144607e-16,62,0,0,0,0.145974686885735,14.4444300351178,0.0144444300351178
186,985.408327829948,0,1.23949309020527,4.22013505196091,0,0,9.1320440278858,0,0,1.09883077496737e-13,0,0,1.09434855028097e-13,4.60362962767486e-16,62.3333333333333,0,0,0,0.147242134934204,14.591672170052,0.014591672170052
187,985.259807964778,0,1.25029150090835,4.25737710042909,0,0,9.23252343388487,0,0,1.0987083053159e-13,0,0,1.09418648582258e-13,4.64428914478439e-16,62.6666666666667,0,0,0,0.148519865170334,14.7401920352223,0.0147401920352223
188,985.110000016764,0,1.26117817104402,4.29493225686901,0,0,9.33388955532366,0,0,1.09858476212166e-13,0,0,1.09402301421418e-13,4.68529110171468e-16,63,0,0,0,0.149807948014372,14.8899999832367,0.0148899999832367
189,984.958893562634,0,1.2721537172801,4.33280287293258,0,0,9.43614984715387,0,0,1.09846013648788e-13,0,0,1.09385812404026e-13,4.72663808140827e-16,63.3333333333333,0,0,0,0.151106454129865,15.0411064373666,0.0150411064373666
190,984.806478108214,0,1.28321875866858,4.37099131279864,0,0,9.53931182031893,0,0,1.09833441945325e-13,0,0,1.0936918038071e-13,4.76833268078126e-16,63.6666666666667,0,0,0,0.152415454419595,15.1935218917862,0.0151935218917862
191,984.652743088193,0,1.29437391661568,4.40949995313962,0,0,9.64338304205224,0,0,1.09820760199166e-13,0,0,1.09352404194255e-13,4.81037751069177e-16,64,0,0,0,0.153735020021387,15.3472569118075,0.0153472569118075
192,984.497677865889,0,1.30561981485106,4.44833118308566,0,0,9.74837113617461,0,0,1.09807967501189e-13,0,0,1.09335482679575e-13,4.85277519590559e-16,64.3333333333333,0,0,0,0.155065222303792,15.5023221341113,0.0155023221341113
193,984.341271733027,0,1.31695707939593,4.48748740418612,0,0,9.85428378339093,0,0,1.09795062935733e-13,0,0,1.09318414663683e-13,4.89552837505916e-16,64.6666666666667,0,0,0,0.156406132861652,15.658728266973,0.015658728266973
194,984.183513909516,0,1.32838633853012,4.52697103036853,0,0,9.96112872158584,0,0,1.09782045580566e-13,0,0,1.09301198965671e-13,4.93863970061976e-16,65,0,0,0,0.157757823511518,15.8164860904845,0.0158164860904845
195,984.024393543229,0,1.33990822275817,4.56678448789485,0,0,10.0689137461184,0,0,1.09768914506856e-13,0,0,1.09283834396681e-13,4.9821118388428e-16,65.3333333333333,0,0,0,0.159120366286953,15.9756064567715,0.0159756064567715
196,983.863899709795,0,1.35152336477429,4.60693021531493,0,0,10.1776467101159,0,0,1.09755668779146e-13,0,0,1.09266319759884e-13,5.02594746972622e-16,65.6666666666667,0,0,0,0.160493833433691,16.1361002902052,0.0161361002902052
197,983.702021412391,0,1.36323239942625,4.64741066341727,0,0,10.2873355247663,0,0,1.09742307455319e-13,0,0,1.0924865385045e-13,5.07014928696187e-16,66,0,0,0,0.161878297404665,16.2979785876098,0.0162979785876098
198,983.538747581536,0,1.37503596367823,4.68822829517692,0,0,10.3979881596095,0,0,1.09728829586576e-13,0,0,1.09230835455531e-13,5.11471999788397e-16,66.3333333333333,0,0,0,0.163273830854895,16.4612524184647,0.0164612524184647
199,983.374067074899,0,1.38693469657244,4.72938558570045,0,0,10.509612642828,0,0,1.09715234217402e-13,0,0,1.09212863354234e-13,5.15966232341433e-16,66.6666666666667,0,0,0,0.164680506636237,16.625932925101,0.016625932925101
200,983.207968677107,0,1.39892923918972,4.77088502216801,0,0,10.6222170615352,0,0,1.09701520385541e-13,0,0,1.09194736317601e-13,5.20497899800456e-16,67,0,0,0,0.166098397791988,16.7920313228929,0.0167920313228929
201,983.040441099556,0,1.41102023460888,4.81272910377239,0,0,10.735809562063,0,0,1.0968768712197e-13,0,0,1.09176453108584e-13,5.25067276957497e-16,67.3333333333333,0,0,0,0.167527577551352,16.9595589004443,0.0169595589004443
202,982.871472980232,0,1.42320832786498,4.85492034165499,0,0,10.8503983502481,0,0,1.09673733450869e-13,0,0,1.09158012482025e-13,5.29674639945023e-16,67.6666666666667,0,0,0,0.168968119323753,17.128527019768,0.017128527019768
203,982.701052883539,0,1.43549416590632,4.89746125883868,0,0,10.965991691716,0,0,1.09659658389592e-13,0,0,1.0913941318464e-13,5.34320266229171e-16,68,0,0,0,0.170420096693005,17.298947116461,0.017298947116461
204,982.529169300128,0,1.44787839755027,4.94035439015751,0,0,11.0825979121646,0,0,1.09645460948646e-13,0,0,1.0912065395499e-13,5.3900443460264e-16,68.3333333333333,0,0,0,0.171883583411325,17.4708306998724,0.0174708306998724
205,982.355810646735,0,1.46036167343789,4.98360228218315,0,0,11.2002253976445,0,0,1.09631140131659e-13,0,0,1.09101733523469e-13,5.4372742517724e-16,68.6666666666667,0,0,0,0.173358653393203,17.6441893532656,0.0176441893532656
206,982.180965266026,0,1.47294464598723,5.02720749314808,0,0,11.3188825948394,0,0,1.09616694935357e-13,0,0,1.09082650612283e-13,5.48489519376084e-16,69,0,0,0,0.174845380709105,17.8190347339747,0.0178190347339747
207,982.004621426447,0,1.48562796934545,5.07117259286536,0,0,11.4385780113429,0,0,1.09602124349536e-13,0,0,1.09063403935432e-13,5.53290999925421e-16,69.3333333333333,0,0,0,0.176343839579028,17.9953785735537,0.0179953785735537
208,981.826767322081,0,1.49841229933963,5.11550016264504,0,0,11.5593202159349,0,0,1.0958742735704e-13,0,0,1.0904399219869e-13,5.58132150846111e-16,69.6666666666667,0,0,0,0.17785410436589,18.1732326779196,0.0181732326779196
209,981.647391072512,0,1.51129829342621,5.1601927952071,0,0,11.681117838855,0,0,1.0957260293373e-13,0,0,1.09024414099595e-13,5.63013257444717e-16,70,0,0,0,0.179376249568763,18.3526089274884,0.0183526089274884
210,981.466480722696,0,1.52428661063923,5.2052530945908,0,0,11.8039795720743,0,0,1.09557650048466e-13,0,0,1.09004668327426e-13,5.67934606304226e-16,70.3333333333333,0,0,0,0.180910349815937,18.5335192773043,0.0185335192773043
211,981.284024242838,0,1.53737791153714,5.25068367606045,0,0,11.9279141695645,0,0,1.09542567663078e-13,0,0,1.08984753563192e-13,5.72896485274377e-16,70.6666666666667,0,0,0,0.18245647985782,18.7159757571621,0.0187159757571621
212,981.100009528279,0,1.55057285814824,5.29648716600759,0,0,12.0529304475659,0,0,1.09527354732342e-13,0,0,1.08964668479616e-13,5.77899183461605e-16,71,0,0,0,0.184014714559671,18.8999904717218,0.0188999904717218
213,980.914424399385,0,1.56387211391482,5.34266620184927,0,0,12.1790372848518,0,0,1.09512010203959e-13,0,0,1.08944411741123e-13,5.82942991218577e-16,71.3333333333333,0,0,0,0.185585128894159,19.085575600616,0.0190855756006159
214,980.727256601451,0,1.57727634363581,5.38922343192276,0,0,12.3062436229911,0,0,1.09496533018531e-13,0,0,1.08923982003826e-13,5.88028200133327e-16,71.6666666666667,0,0,0,0.187167797933751,19.2727433985497,0.0192727433985497
215,980.538493804608,0,1.59078621340809,5.4361615153762,0,0,12.4345584666083,0,0,1.09480922109536e-13,0,0,1.08903377915513e-13,5.9315510301797e-16,72,0,0,0,0.188762796842924,19.4615061953926,0.0194615061953926
216,980.348123603738,0,1.60440239056628,5.48348312205544,0,0,12.5639908836411,0,0,1.0946517640331e-13,0,0,1.08882598115639e-13,5.98323993897006e-16,72.3333333333333,0,0,0,0.190370200870198,19.6518763962628,0.0196518763962628
217,980.156133518397,0,1.61812554362113,5.53119093238688,0,0,12.6945500055948,0,0,1.09449294819019e-13,0,0,1.08861641235315e-13,6.03535167995184e-16,72.6666666666667,0,0,0,0.191990085339993,19.8438664816028,0.0198438664816028
218,979.962510992753,0,1.63195634219641,5.57928763725621,0,0,12.8262450277945,0,0,1.09433276268643e-13,0,0,1.08840505897294e-13,6.08788921724939e-16,73,0,0,0,0.193622525644298,20.0374890072471,0.0200374890072471
219,979.767243395519,0,1.6458954569643,5.62777593788304,0,0,12.9590852096339,0,0,1.09417119656953e-13,0,0,1.08819190715969e-13,6.1408555267338e-16,73.3333333333333,0,0,0,0.195267597234158,20.2327566044813,0.0202327566044813
220,979.570318019908,0,1.65994355957924,5.67665854569138,0,0,13.0930798748216,0,0,1.09400823881489e-13,0,0,1.08797694297364e-13,6.19425359588833e-16,73.6666666666667,0,0,0,0.196925375610975,20.4296819800922,0.0204296819800922
221,979.37172208359,0,1.67410132261028,5.72593818217579,0,0,13.2282384116238,0,0,1.09384387832545e-13,0,0,1.08776015239123e-13,6.24808642366919e-16,74,0,0,0,0.198595936317619,20.6282779164099,0.0206282779164099
222,979.171442728661,0,1.68836941947182,5.77561757876322,0,0,13.3645702731042,0,0,1.09367810393142e-13,0,0,1.08754152130509e-13,6.30235702036173e-16,74.3333333333333,0,0,0,0.200279354929346,20.8285572713392,0.0208285572713392
223,978.969467021617,0,1.7027485243528,5.82569947667049,0,0,13.5020849773604,0,0,1.09351090439016e-13,0,0,1.08732103552399e-13,6.35706840743188e-16,74.6666666666667,0,0,0,0.201975707044521,21.0305329783837,0.0210305329783837
224,978.765781953341,0,1.71723931214431,5.87618662675722,0,0,13.6407921077573,0,0,1.09334226838596e-13,0,0,1.08709868077279e-13,6.41222361737273e-16,75,0,0,0,0.203685068275151,21.2342180466589,0.0212342180466589
225,978.560374439104,0,1.73184245836548,5.92708178937427,0,0,13.7807013131563,0,0,1.09317218452987e-13,0,0,1.08687444269242e-13,6.4678256935463e-16,75.3333333333333,0,0,0,0.205407514237207,21.4396255608961,0.0214396255608961
226,978.353231318563,0,1.74655863908785,5.97838773420756,0,0,13.9218223081414,0,0,1.09300064135951e-13,0,0,1.08664830683985e-13,6.52387769002029e-16,75.6666666666667,0,0,0,0.20714312054076,21.6467686814368,0.0216467686814368
227,978.144339355784,0,1.76138853085799,6.03010724011714,0,0,14.0641648732416,0,0,1.09282762733894e-13,0,0,1.08642025868811e-13,6.58038267139979e-16,76,0,0,0,0.208891962779901,21.8556606442168,0.0218556606442168
228,977.933685239261,0,1.77633281061845,6.08224309497159,0,0,14.2077388551492,0,0,1.09265313085849e-13,0,0,1.08619028362629e-13,6.63734371265385e-16,76.3333333333333,0,0,0,0.210654116522461,22.0663147607392,0.0220663147607392
